loc,length,bug type,approach
120,8,Re+AC0-erntrancy,code snippet injection
130,8,Re+AC0-erntrancy,code snippet injection
140,8,Re+AC0-erntrancy,code snippet injection
156,8,Re+AC0-erntrancy,code snippet injection
173,8,Re+AC0-erntrancy,code snippet injection
192,8,Re+AC0-erntrancy,code snippet injection
212,8,Re+AC0-erntrancy,code snippet injection
234,8,Re+AC0-erntrancy,code snippet injection
256,8,Re+AC0-erntrancy,code snippet injection
278,8,Re+AC0-erntrancy,code snippet injection
301,8,Re+AC0-erntrancy,code snippet injection
323,8,Re+AC0-erntrancy,code snippet injection
346,8,Re+AC0-erntrancy,code snippet injection
368,8,Re+AC0-erntrancy,code snippet injection
390,7,Re+AC0-erntrancy,code snippet injection
409,8,Re+AC0-erntrancy,code snippet injection
436,6,Re+AC0-erntrancy,code snippet injection
450,8,Re+AC0-erntrancy,code snippet injection
472,8,Re+AC0-erntrancy,code snippet injection
481,8,Re+AC0-erntrancy,code snippet injection
490,8,Re+AC0-erntrancy,code snippet injection
506,8,Re+AC0-erntrancy,code snippet injection
523,8,Re+AC0-erntrancy,code snippet injection
540,8,Re+AC0-erntrancy,code snippet injection
555,8,Re+AC0-erntrancy,code snippet injection
575,8,Re+AC0-erntrancy,code snippet injection
