loc,length,bug type,approach
62,8,Re+AC0-erntrancy,code snippet injection
71,8,Re+AC0-erntrancy,code snippet injection
79,8,Re+AC0-erntrancy,code snippet injection
86,8,Re+AC0-erntrancy,code snippet injection
96,8,Re+AC0-erntrancy,code snippet injection
105,8,Re+AC0-erntrancy,code snippet injection
111,8,Re+AC0-erntrancy,code snippet injection
122,8,Re+AC0-erntrancy,code snippet injection
143,8,Re+AC0-erntrancy,code snippet injection
163,8,Re+AC0-erntrancy,code snippet injection
175,8,Re+AC0-erntrancy,code snippet injection
192,8,Re+AC0-erntrancy,code snippet injection
207,8,Re+AC0-erntrancy,code snippet injection
245,8,Re+AC0-erntrancy,code snippet injection
254,8,Re+AC0-erntrancy,code snippet injection
260,8,Re+AC0-erntrancy,code snippet injection
269,8,Re+AC0-erntrancy,code snippet injection
278,8,Re+AC0-erntrancy,code snippet injection
286,8,Re+AC0-erntrancy,code snippet injection
296,8,Re+AC0-erntrancy,code snippet injection
303,8,Re+AC0-erntrancy,code snippet injection
312,8,Re+AC0-erntrancy,code snippet injection
322,8,Re+AC0-erntrancy,code snippet injection
358,8,Re+AC0-erntrancy,code snippet injection
391,8,Re+AC0-erntrancy,code snippet injection
420,8,Re+AC0-erntrancy,code snippet injection
461,8,Re+AC0-erntrancy,code snippet injection
474,8,Re+AC0-erntrancy,code snippet injection
488,8,Re+AC0-erntrancy,code snippet injection
502,8,Re+AC0-erntrancy,code snippet injection
518,8,Re+AC0-erntrancy,code snippet injection
532,8,Re+AC0-erntrancy,code snippet injection
546,8,Re+AC0-erntrancy,code snippet injection
562,8,Re+AC0-erntrancy,code snippet injection
578,8,Re+AC0-erntrancy,code snippet injection
609,8,Re+AC0-erntrancy,code snippet injection
632,8,Re+AC0-erntrancy,code snippet injection
662,7,Re+AC0-erntrancy,code snippet injection
677,8,Re+AC0-erntrancy,code snippet injection
698,6,Re+AC0-erntrancy,code snippet injection
711,8,Re+AC0-erntrancy,code snippet injection
724,8,Re+AC0-erntrancy,code snippet injection
727,8,Re+AC0-erntrancy,code snippet injection
