loc,length,bug type,approach
9,7,Re+AC0-erntrancy,code snippet injection
16,8,Re+AC0-erntrancy,code snippet injection
29,8,Re+AC0-erntrancy,code snippet injection
46,8,Re+AC0-erntrancy,code snippet injection
153,8,Re+AC0-erntrancy,code snippet injection
163,8,Re+AC0-erntrancy,code snippet injection
173,8,Re+AC0-erntrancy,code snippet injection
182,8,Re+AC0-erntrancy,code snippet injection
192,8,Re+AC0-erntrancy,code snippet injection
199,8,Re+AC0-erntrancy,code snippet injection
209,8,Re+AC0-erntrancy,code snippet injection
219,8,Re+AC0-erntrancy,code snippet injection
226,8,Re+AC0-erntrancy,code snippet injection
235,8,Re+AC0-erntrancy,code snippet injection
259,8,Re+AC0-erntrancy,code snippet injection
277,8,Re+AC0-erntrancy,code snippet injection
315,8,Re+AC0-erntrancy,code snippet injection
332,8,Re+AC0-erntrancy,code snippet injection
348,8,Re+AC0-erntrancy,code snippet injection
373,8,Re+AC0-erntrancy,code snippet injection
395,8,Re+AC0-erntrancy,code snippet injection
408,8,Re+AC0-erntrancy,code snippet injection
438,8,Re+AC0-erntrancy,code snippet injection
455,8,Re+AC0-erntrancy,code snippet injection
470,8,Re+AC0-erntrancy,code snippet injection
482,8,Re+AC0-erntrancy,code snippet injection
503,8,Re+AC0-erntrancy,code snippet injection
518,8,Re+AC0-erntrancy,code snippet injection
534,8,Re+AC0-erntrancy,code snippet injection
554,8,Re+AC0-erntrancy,code snippet injection
580,7,Re+AC0-erntrancy,code snippet injection
603,8,Re+AC0-erntrancy,code snippet injection
630,6,Re+AC0-erntrancy,code snippet injection
672,8,Re+AC0-erntrancy,code snippet injection
701,8,Re+AC0-erntrancy,code snippet injection
722,8,Re+AC0-erntrancy,code snippet injection
