loc,length,bug type,approach
32,4,tx.origin,code snippet injection
38,3,tx.origin,code snippet injection
46,4,tx.origin,code snippet injection
60,4,tx.origin,code snippet injection
73,4,tx.origin,code snippet injection
79,4,tx.origin,code snippet injection
95,4,tx.origin,code snippet injection
131,4,tx.origin,code snippet injection
144,4,tx.origin,code snippet injection
171,4,tx.origin,code snippet injection
176,3,tx.origin,code snippet injection
180,4,tx.origin,code snippet injection
185,4,tx.origin,code snippet injection
196,4,tx.origin,code snippet injection
201,4,tx.origin,code snippet injection
206,4,tx.origin,code snippet injection
229,4,tx.origin,code snippet injection
235,4,tx.origin,code snippet injection
242,3,tx.origin,code snippet injection
249,3,tx.origin,code snippet injection
261,4,tx.origin,code snippet injection
273,3,tx.origin,code snippet injection
294,4,tx.origin,code snippet injection
313,4,tx.origin,code snippet injection
325,4,tx.origin,code snippet injection
364,4,tx.origin,code snippet injection
381,4,tx.origin,code snippet injection
389,3,tx.origin,code snippet injection
400,4,tx.origin,code snippet injection
411,3,tx.origin,code snippet injection
424,4,tx.origin,code snippet injection
