loc,length,bug type,approach
52,3,Unhandled-Exceptions,code snippet injection
56,3,Unhandled-Exceptions,code snippet injection
60,8,Unhandled-Exceptions,code snippet injection
69,3,Unhandled-Exceptions,code snippet injection
73,5,Unhandled-Exceptions,code snippet injection
79,3,Unhandled-Exceptions,code snippet injection
83,9,Unhandled-Exceptions,code snippet injection
95,4,Unhandled-Exceptions,code snippet injection
104,2,Unhandled-Exceptions,code snippet injection
107,2,Unhandled-Exceptions,code snippet injection
118,3,Unhandled-Exceptions,code snippet injection
139,3,Unhandled-Exceptions,code snippet injection
149,9,Unhandled-Exceptions,code snippet injection
159,5,Unhandled-Exceptions,code snippet injection
168,4,Unhandled-Exceptions,code snippet injection
173,5,Unhandled-Exceptions,code snippet injection
179,3,Unhandled-Exceptions,code snippet injection
183,5,Unhandled-Exceptions,code snippet injection
190,3,Unhandled-Exceptions,code snippet injection
195,3,Unhandled-Exceptions,code snippet injection
212,2,Unhandled-Exceptions,code snippet injection
220,4,Unhandled-Exceptions,code snippet injection
229,3,Unhandled-Exceptions,code snippet injection
236,5,Unhandled-Exceptions,code snippet injection
256,3,Unhandled-Exceptions,code snippet injection
272,5,Unhandled-Exceptions,code snippet injection
285,5,Unhandled-Exceptions,code snippet injection
295,3,Unhandled-Exceptions,code snippet injection
312,5,Unhandled-Exceptions,code snippet injection
321,9,Unhandled-Exceptions,code snippet injection
335,5,Unhandled-Exceptions,code snippet injection
347,3,Unhandled-Exceptions,code snippet injection
366,3,Unhandled-Exceptions,code snippet injection
373,8,Unhandled-Exceptions,code snippet injection
391,5,Unhandled-Exceptions,code snippet injection
401,2,Unhandled-Exceptions,code snippet injection
411,3,Unhandled-Exceptions,code snippet injection
421,3,Unhandled-Exceptions,code snippet injection
434,5,Unhandled-Exceptions,code snippet injection
440,5,Unhandled-Exceptions,code snippet injection
448,4,Unhandled-Exceptions,code snippet injection
453,3,Unhandled-Exceptions,code snippet injection
