loc,length,bug type,approach
95,5,Unhandled-Exceptions,code snippet injection
102,4,Unhandled-Exceptions,code snippet injection
117,5,Unhandled-Exceptions,code snippet injection
133,2,Unhandled-Exceptions,code snippet injection
150,3,Unhandled-Exceptions,code snippet injection
161,3,Unhandled-Exceptions,code snippet injection
177,5,Unhandled-Exceptions,code snippet injection
198,3,Unhandled-Exceptions,code snippet injection
208,9,Unhandled-Exceptions,code snippet injection
235,3,Unhandled-Exceptions,code snippet injection
239,8,Unhandled-Exceptions,code snippet injection
249,3,Unhandled-Exceptions,code snippet injection
258,4,Unhandled-Exceptions,code snippet injection
284,2,Unhandled-Exceptions,code snippet injection
292,5,Unhandled-Exceptions,code snippet injection
