loc,length,bug type,approach
8,8,Unhandled-Exceptions,code snippet injection
20,4,Unhandled-Exceptions,code snippet injection
34,3,Unhandled-Exceptions,code snippet injection
59,5,Unhandled-Exceptions,code snippet injection
69,3,Unhandled-Exceptions,code snippet injection
73,5,Unhandled-Exceptions,code snippet injection
79,3,Unhandled-Exceptions,code snippet injection
84,3,Unhandled-Exceptions,code snippet injection
90,3,Unhandled-Exceptions,code snippet injection
94,2,Unhandled-Exceptions,code snippet injection
99,2,Unhandled-Exceptions,code snippet injection
104,5,Unhandled-Exceptions,code snippet injection
114,4,Unhandled-Exceptions,code snippet injection
139,5,Unhandled-Exceptions,code snippet injection
165,3,Unhandled-Exceptions,code snippet injection
181,5,Unhandled-Exceptions,code snippet injection
202,9,Unhandled-Exceptions,code snippet injection
226,5,Unhandled-Exceptions,code snippet injection
250,3,Unhandled-Exceptions,code snippet injection
271,3,Unhandled-Exceptions,code snippet injection
284,4,Unhandled-Exceptions,code snippet injection
289,3,Unhandled-Exceptions,code snippet injection
294,5,Unhandled-Exceptions,code snippet injection
302,3,Unhandled-Exceptions,code snippet injection
313,8,Unhandled-Exceptions,code snippet injection
337,5,Unhandled-Exceptions,code snippet injection
352,2,Unhandled-Exceptions,code snippet injection
362,3,Unhandled-Exceptions,code snippet injection
373,3,Unhandled-Exceptions,code snippet injection
382,5,Unhandled-Exceptions,code snippet injection
400,9,Unhandled-Exceptions,code snippet injection
