loc,length,bug type,approach
9,3,Unhandled-Exceptions,code snippet injection
13,5,Unhandled-Exceptions,code snippet injection
19,3,Unhandled-Exceptions,code snippet injection
28,5,Unhandled-Exceptions,code snippet injection
34,9,Unhandled-Exceptions,code snippet injection
46,4,Unhandled-Exceptions,code snippet injection
51,2,Unhandled-Exceptions,code snippet injection
63,3,Unhandled-Exceptions,code snippet injection
71,2,Unhandled-Exceptions,code snippet injection
80,4,Unhandled-Exceptions,code snippet injection
107,3,Unhandled-Exceptions,code snippet injection
115,5,Unhandled-Exceptions,code snippet injection
125,3,Unhandled-Exceptions,code snippet injection
137,5,Unhandled-Exceptions,code snippet injection
151,5,Unhandled-Exceptions,code snippet injection
161,3,Unhandled-Exceptions,code snippet injection
169,5,Unhandled-Exceptions,code snippet injection
181,9,Unhandled-Exceptions,code snippet injection
197,5,Unhandled-Exceptions,code snippet injection
208,3,Unhandled-Exceptions,code snippet injection
217,3,Unhandled-Exceptions,code snippet injection
224,3,Unhandled-Exceptions,code snippet injection
229,5,Unhandled-Exceptions,code snippet injection
237,4,Unhandled-Exceptions,code snippet injection
242,3,Unhandled-Exceptions,code snippet injection
251,8,Unhandled-Exceptions,code snippet injection
268,5,Unhandled-Exceptions,code snippet injection
282,2,Unhandled-Exceptions,code snippet injection
297,3,Unhandled-Exceptions,code snippet injection
309,3,Unhandled-Exceptions,code snippet injection
